policy,qhat,clip,estimator,value,ci95_low,ci95_high,n_train_episodes,n_test_episodes,target_q95,step_ess,step_ess_frac,terminal_ess,terminal_ess_frac,max_step_weight,p95_step_weight,mean_pb_at_target_argmax,target_argmax_pb_lt_0.01,mean_target_prob_on_logged_action
vanilla_dt,strong_state_action,1.0,IPS,0.18960519528006728,0.16932905089432818,0.21102366878612033,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,1.0,SNIPS,0.431185842944665,0.39122416855281067,0.4773747670808814,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,1.0,DR,0.46413775647578437,0.4471963162097891,0.4819815379111318,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,3.0,DM,0.38265402282197014,0.3747906458625268,0.38973135762756617,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,3.0,IPS,0.508694781687399,0.45040721370862996,0.5749201206153638,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,3.0,SNIPS,0.44972786601452763,0.4031435276802562,0.4927433349829034,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,3.0,DR,0.5810286594768738,0.5342099254335011,0.6329190954199568,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,10.0,DM,0.38265402282197014,0.3751969585082312,0.3901710093529698,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,10.0,IPS,0.9129434451948775,0.767096051196294,1.0448327467182326,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,10.0,SNIPS,0.4906905126902871,0.43199888518388707,0.5514145089845126,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,10.0,DR,0.69308775765415,0.5829008552615988,0.8032051976321593,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,30.0,DM,0.38265402282197014,0.375036391187653,0.3901047771008415,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,30.0,IPS,1.3670636442201483,1.1106025215433504,1.7008073168193714,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,30.0,SNIPS,0.5042722907969032,0.42125932268682853,0.5882043660792196,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,strong_state_action,30.0,DR,0.7651861294939947,0.5747492509873261,0.9991131818257069,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
bc,strong_state_action,1.0,DM,0.38349258433800576,0.37507727978192246,0.3908616026680358,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,1.0,IPS,0.26824609370968144,0.25011585756220966,0.29029174344514563,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,1.0,SNIPS,0.3471840118364101,0.3204148391198105,0.3756502433358808,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,1.0,DR,0.3431544626133747,0.3244467414771235,0.3644897660939065,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,3.0,DM,0.38349258433800576,0.3761474311909623,0.39135052805221676,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,3.0,IPS,0.7619017569303281,0.699897563317976,0.8280943025811531,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,3.0,SNIPS,0.3501254818868085,0.3208394289320004,0.3766946500909672,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,3.0,DR,0.27269041185729276,0.2197153434658361,0.338017668379026,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,10.0,DM,0.38349258433800576,0.3750691523879251,0.39167841375649265,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,10.0,IPS,1.2724627379190134,1.1580511968003868,1.4113486514560183,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,10.0,SNIPS,0.3571836618184304,0.32806626904677966,0.3932194292665603,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,10.0,DR,0.20628420700940808,0.08993807536242307,0.31697147519052876,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,30.0,DM,0.38349258433800576,0.37576356876471456,0.39180746305004854,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,30.0,IPS,1.5842839134617748,1.3907059767366192,1.7881958027450375,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,30.0,SNIPS,0.35472065078217285,0.3155601975978569,0.39005490106847435,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,strong_state_action,30.0,DR,0.1541725419121709,-0.021870335184732644,0.32855660236555195,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
iql,strong_state_action,1.0,DM,0.38441377587588665,0.3782413114873281,0.3931312844973514,1680,541,,3815.2802961823636,0.8815342643674593,445.6792002465751,0.8238062851138171,1.0,1.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,1.0,IPS,0.2689776009890417,0.2487021214758931,0.2914824709358721,1680,541,,3815.2802961823636,0.8815342643674593,445.6792002465751,0.8238062851138171,1.0,1.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,1.0,SNIPS,0.3569926179884871,0.32967997606983307,0.3856955603312423,1680,541,,3815.2802961823636,0.8815342643674593,445.6792002465751,0.8238062851138171,1.0,1.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,1.0,DR,0.36571029655821913,0.34687764603002247,0.38574872925752735,1680,541,,3815.2802961823636,0.8815342643674593,445.6792002465751,0.8238062851138171,1.0,1.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,3.0,DM,0.38441377587588665,0.37712654183015465,0.3908832855258668,1680,541,,3475.777369028139,0.8030908893318252,404.8312706339768,0.7483017941478315,3.0,3.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,3.0,IPS,0.6279687202808794,0.5673232634080597,0.690203907445698,1680,541,,3475.777369028139,0.8030908893318252,404.8312706339768,0.7483017941478315,3.0,3.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,3.0,SNIPS,0.36246566934496044,0.3321215639036927,0.39440760218995446,1680,541,,3475.777369028139,0.8030908893318252,404.8312706339768,0.7483017941478315,3.0,3.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,3.0,DR,0.3448907593027702,0.29195707960328077,0.3927899002019206,1680,541,,3475.777369028139,0.8030908893318252,404.8312706339768,0.7483017941478315,3.0,3.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,10.0,DM,0.38441377587588665,0.3780367735389664,0.3921370681557786,1680,541,,2374.4705535821613,0.5486299800328469,278.2417185560406,0.5143100158152322,10.0,7.814803760509447,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,10.0,IPS,0.8752258672114633,0.7739837235855836,0.9851414904376563,1680,541,,2374.4705535821613,0.5486299800328469,278.2417185560406,0.5143100158152322,10.0,7.814803760509447,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,10.0,SNIPS,0.36757539258312355,0.3306632934324699,0.4053805093083262,1680,541,,2374.4705535821613,0.5486299800328469,278.2417185560406,0.5143100158152322,10.0,7.814803760509447,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,10.0,DR,0.32347506304000734,0.24559555468137007,0.404449612103515,1680,541,,2374.4705535821613,0.5486299800328469,278.2417185560406,0.5143100158152322,10.0,7.814803760509447,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,30.0,DM,0.38441377587588665,0.37705805276057824,0.3914668726017532,1680,541,,1331.5295391325053,0.30765469942987644,157.9638403180048,0.2919849174085116,30.0,8.958468318764947,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,30.0,IPS,1.0231070687701282,0.8873537724224742,1.1753864834066612,1680,541,,1331.5295391325053,0.30765469942987644,157.9638403180048,0.2919849174085116,30.0,8.958468318764947,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,30.0,SNIPS,0.3567410042799549,0.3115102035284176,0.4001876960770583,1680,541,,1331.5295391325053,0.30765469942987644,157.9638403180048,0.2919849174085116,30.0,8.958468318764947,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql,strong_state_action,30.0,DR,0.2924290543370213,0.16461906950478103,0.42694293236108316,1680,541,,1331.5295391325053,0.30765469942987644,157.9638403180048,0.2919849174085116,30.0,8.958468318764947,0.2861311489688286,0.013170055452865065,0.27905009131191694
iql_support_top3,strong_state_action,1.0,DM,0.3841220247429833,0.3755526546964535,0.3919333943580824,1680,541,,2259.159518728089,0.5219869497985419,164.12756692676527,0.30337812740622044,1.0,1.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,1.0,IPS,0.13423765184930997,0.12172820584375689,0.14702835048160434,1680,541,,2259.159518728089,0.5219869497985419,164.12756692676527,0.30337812740622044,1.0,1.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,1.0,SNIPS,0.2646624192793711,0.24513175054389488,0.28561419463767396,1680,541,,2259.159518728089,0.5219869497985419,164.12756692676527,0.30337812740622044,1.0,1.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,1.0,DR,0.32821427951139925,0.3146957015861302,0.3425864909146774,1680,541,,2259.159518728089,0.5219869497985419,164.12756692676527,0.30337812740622044,1.0,1.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,3.0,DM,0.3841220247429833,0.3761859375555576,0.39287106722453163,1680,541,,2239.096587683557,0.5173513372651473,163.41382249408304,0.30205882161568026,3.0,3.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,3.0,IPS,0.395611105065208,0.3626585892956318,0.4316507182943201,1680,541,,2239.096587683557,0.5173513372651473,163.41382249408304,0.30205882161568026,3.0,3.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,3.0,SNIPS,0.2680913634761361,0.2461059715134322,0.28909376879638243,1680,541,,2239.096587683557,0.5173513372651473,163.41382249408304,0.30205882161568026,3.0,3.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,3.0,DR,0.22408870616081433,0.1922290332564464,0.255742770908359,1680,541,,2239.096587683557,0.5173513372651473,163.41382249408304,0.30205882161568026,3.0,3.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,10.0,DM,0.3841220247429833,0.3760729776419978,0.3923178361956118,1680,541,,1816.760122202414,0.41976897463087204,151.2395854569672,0.2795556108261871,10.0,10.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,10.0,IPS,0.9221104496306726,0.8130270942264544,1.0359331143867487,1680,541,,1816.760122202414,0.41976897463087204,151.2395854569672,0.2795556108261871,10.0,10.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,10.0,SNIPS,0.2924487891485243,0.266690025468382,0.32041647765712306,1680,541,,1816.760122202414,0.41976897463087204,151.2395854569672,0.2795556108261871,10.0,10.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,10.0,DR,0.08403056151347117,0.004187152586975462,0.1594346533947668,1680,541,,1816.760122202414,0.41976897463087204,151.2395854569672,0.2795556108261871,10.0,10.0,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,30.0,DM,0.3841220247429833,0.3764500072059322,0.39303442746421696,1680,541,,1203.979787185996,0.27818386949768853,119.21202206244193,0.2203549391172679,30.0,27.16724022928847,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,30.0,IPS,1.48558330771926,1.2826637881247496,1.7051694018443948,1680,541,,1203.979787185996,0.27818386949768853,119.21202206244193,0.2203549391172679,30.0,27.16724022928847,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,30.0,SNIPS,0.3174571208204428,0.28695588950876466,0.3525381355890377,1680,541,,1203.979787185996,0.27818386949768853,119.21202206244193,0.2203549391172679,30.0,27.16724022928847,0.2837744846734599,0.020794824399260628,0.37558520039027254
iql_support_top3,strong_state_action,30.0,DR,0.02380397384020813,-0.12198686615778986,0.18051739266807235,1680,541,,1203.979787185996,0.27818386949768853,119.21202206244193,0.2203549391172679,30.0,27.16724022928847,0.2837744846734599,0.020794824399260628,0.37558520039027254
vanilla_dt_support_top3,strong_state_action,1.0,DM,0.3841220247429833,0.37653150949291075,0.39257409558377976,1680,541,,1843.8905131834595,0.4260375492568067,82.2479096441232,0.1520294078449597,1.0,1.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,1.0,IPS,0.11907218056132032,0.10744781788872423,0.13005077762509945,1680,541,,1843.8905131834595,0.4260375492568067,82.2479096441232,0.1520294078449597,1.0,1.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,1.0,SNIPS,0.2993912594373451,0.27484713138876493,0.3253516750615762,1680,541,,1843.8905131834595,0.4260375492568067,82.2479096441232,0.1520294078449597,1.0,1.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,1.0,DR,0.3637586874932929,0.3535620896534122,0.37435016694454554,1680,541,,1843.8905131834595,0.4260375492568067,82.2479096441232,0.1520294078449597,1.0,1.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,3.0,DM,0.3841220247429833,0.3759007154673563,0.39187467914226837,1680,541,,1825.6388339246976,0.4218204329770558,81.71697478913386,0.15104801254923078,3.0,3.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,3.0,IPS,0.35195837033868443,0.31707086566410386,0.38895746343422677,1680,541,,1825.6388339246976,0.4218204329770558,81.71697478913386,0.15104801254923078,3.0,3.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,3.0,SNIPS,0.3045937874109475,0.2804829319608749,0.3296332609869122,1680,541,,1825.6388339246976,0.4218204329770558,81.71697478913386,0.15104801254923078,3.0,3.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,3.0,DR,0.32172040906135296,0.2956319587130244,0.34882429777393076,1680,541,,1825.6388339246976,0.4218204329770558,81.71697478913386,0.15104801254923078,3.0,3.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,10.0,DM,0.3841220247429833,0.3755354836038728,0.3922995174870774,1680,541,,1454.1217426404567,0.33598006992616836,71.41199339664665,0.13199998779417127,10.0,10.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,10.0,IPS,0.8385772162988884,0.7389623043221608,0.9409843159813615,1680,541,,1454.1217426404567,0.33598006992616836,71.41199339664665,0.13199998779417127,10.0,10.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,10.0,SNIPS,0.3369671354448586,0.3103403417734018,0.36810480497439524,1680,541,,1454.1217426404567,0.33598006992616836,71.41199339664665,0.13199998779417127,10.0,10.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,10.0,DR,0.20924155023487828,0.1259504438534446,0.2779529577047429,1680,541,,1454.1217426404567,0.33598006992616836,71.41199339664665,0.13199998779417127,10.0,10.0,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,30.0,DM,0.3841220247429833,0.3753442104980217,0.39225519437307244,1680,541,,964.4257614196849,0.22283404838717305,58.77869646432689,0.10864823745716616,30.0,22.63564188974209,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,30.0,IPS,1.3705767680219796,1.1641976245767887,1.5992766125010192,1680,541,,964.4257614196849,0.22283404838717305,58.77869646432689,0.10864823745716616,30.0,22.63564188974209,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,30.0,SNIPS,0.36017896872151756,0.3234520603249379,0.39592682611090135,1680,541,,964.4257614196849,0.22283404838717305,58.77869646432689,0.10864823745716616,30.0,22.63564188974209,0.2371430854005071,0.0025415896487985213,0.3346844242547199
vanilla_dt_support_top3,strong_state_action,30.0,DR,0.15968785430641208,0.010131937093067847,0.2946635960831959,1680,541,,964.4257614196849,0.22283404838717305,58.77869646432689,0.10864823745716616,30.0,22.63564188974209,0.2371430854005071,0.0025415896487985213,0.3346844242547199
bc_support_top3,strong_state_action,1.0,DM,0.3841220247429833,0.3755257610818164,0.3925246672275776,1680,541,,2273.4798007819218,0.5252957025836233,164.34104264714406,0.3037727220834456,1.0,1.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,1.0,IPS,0.1348946722938906,0.12166187794109748,0.14624053893744943,1680,541,,2273.4798007819218,0.5252957025836233,164.34104264714406,0.3037727220834456,1.0,1.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,1.0,SNIPS,0.2635579515441246,0.24389711476183867,0.2848921670792665,1680,541,,2273.4798007819218,0.5252957025836233,164.34104264714406,0.3037727220834456,1.0,1.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,1.0,DR,0.316484668514525,0.3031315885352934,0.32955402002339074,1680,541,,2273.4798007819218,0.5252957025836233,164.34104264714406,0.3037727220834456,1.0,1.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,3.0,DM,0.3841220247429833,0.37672954959038785,0.3926678975307288,1680,541,,2255.490780254507,0.5211392745504869,164.07126130177568,0.3032740504653894,3.0,3.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,3.0,IPS,0.397414648241075,0.3604402492280264,0.43338944181245725,1680,541,,2255.490780254507,0.5211392745504869,164.07126130177568,0.3032740504653894,3.0,3.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,3.0,SNIPS,0.2668932242502102,0.24600940848464914,0.28839234279835535,1680,541,,2255.490780254507,0.5211392745504869,164.07126130177568,0.3032740504653894,3.0,3.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,3.0,DR,0.1899971512723622,0.16288071666145448,0.22192333684323307,1680,541,,2255.490780254507,0.5211392745504869,164.07126130177568,0.3032740504653894,3.0,3.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,10.0,DM,0.3841220247429833,0.37630742108513215,0.3915577400372358,1680,541,,1832.4494829981047,0.4233940579940168,153.51270706326176,0.28375731434983686,10.0,10.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,10.0,IPS,0.9215197891595102,0.8194428434029506,1.0372719751471273,1680,541,,1832.4494829981047,0.4233940579940168,153.51270706326176,0.28375731434983686,10.0,10.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,10.0,SNIPS,0.2890417084561299,0.2638442769243905,0.31490177315245593,1680,541,,1832.4494829981047,0.4233940579940168,153.51270706326176,0.28375731434983686,10.0,10.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,10.0,DR,0.02607960710132767,-0.051831891468981844,0.10225521127341261,1680,541,,1832.4494829981047,0.4233940579940168,153.51270706326176,0.28375731434983686,10.0,10.0,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,30.0,DM,0.3841220247429833,0.37619693866544135,0.3927758159478704,1680,541,,1229.1101622870842,0.28399033324562944,121.75797728127007,0.22506095615761565,30.0,25.744150164299413,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,30.0,IPS,1.4487015300781414,1.2465892311536249,1.6483262414834066,1680,541,,1229.1101622870842,0.28399033324562944,121.75797728127007,0.22506095615761565,30.0,25.744150164299413,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,30.0,SNIPS,0.309596689008837,0.2790230705876471,0.3438929517472511,1680,541,,1229.1101622870842,0.28399033324562944,121.75797728127007,0.22506095615761565,30.0,25.744150164299413,0.28529564427104187,0.022412199630314232,0.3755736853016918
bc_support_top3,strong_state_action,30.0,DR,-0.021532619763312395,-0.14738860018390076,0.13013627797422256,1680,541,,1229.1101622870842,0.28399033324562944,121.75797728127007,0.22506095615761565,30.0,25.744150164299413,0.28529564427104187,0.022412199630314232,0.3755736853016918
